territoireJeuDonnees,nomScientifiqueRef,nomCite,regne,classe,genre,espece,dateObservation,datePrecision,decennie,annee,mois,dateDetermination,latitude,longitude,precisionGeometrieMetres,commune,departement,region,altitudeMin,atitudeMax,especeEvalueeLR,statutBiogeoEspeceTaxref
Corse | France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2015-02-11T00:00:00Z,DAY,2010,2015,2,,42.27021,9.08308,11637,Corte,Haute-Corse,Corse,458.0,458.0,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-05-15T00:00:00Z,DAY,2010,2014,5,,48.41393,-4.49758,,Brest,Finistere,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2012-08-21T00:00:00Z,DAY,2010,2012,8,,-21.04673,55.50804,7325,Salazie,Reunion,La Reunion,,,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-02-12T00:00:00Z,DAY,2010,2011,2,,-21.22316,55.55856,10149,Tampon,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-08-11T00:00:00Z,DAY,2010,2019,8,,48.36079,-4.26099,19,,Finistere,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2016-05-27T00:00:00Z,DAY,2010,2016,5,,42.36138,9.27199,1,Rusio,Haute-Corse,Corse,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-09-19T00:00:00Z,DAY,2010,2012,9,12/11/2012,44.30973,4.22231,2821,Banne | Beaulieu | Saint-Andre-de-Cruzieres | Saint-Bres | Saint-Sauveur-de-Cruzieres,Ardeche | Gard,Auvergne-Rhone-Alpes | Occitanie,190.0,190.0,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-05-10T00:00:00Z,DAY,2010,2019,5,,48.1288,-1.95165,12,Montfort-sur-Meu,Ille-et-Vilaine,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-09-13T00:00:00Z,DAY,2010,2017,9,,-21.04448,55.32225,12884,Saint-Paul,Reunion,La Reunion,,,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2010-07-28T00:00:00Z,DAY,2010,2010,7,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-16T00:00:00Z,DAY,2020,2020,8,,43.62389,6.69611,,Fayence,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-08-16T00:00:00Z,DAY,2010,2016,8,,-21.17738,55.44302,,Cilaos,Reunion,La Reunion,564.0,621.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-01-28T00:00:00Z,DAY,2010,2016,1,,-21.30627,55.64198,10793,Saint-Joseph,Reunion,La Reunion,,,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2013-08-21T00:00:00Z,DAY,2010,2013,8,,-21.20403,55.49237,8346,Entre-Deux,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-06-03T00:00:00Z,DAY,2010,2019,6,,44.87258,1.80457,10,Loubressac,Lot,Occitanie,,,true,Introduit
France metropolitaine,Bellis,Bellis,Plantae,Equisetopsida,Bellis,,2015-04-30T00:00:00Z,DAY,2010,2015,4,,42.39238,9.34865,1,Nocario,Haute-Corse,Corse,,,,
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-29T00:00:00Z,DAY,2020,2020,7,,48.74528,-3.26167,25,Roche-Jaudy,Cotes-d'Armor,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2009-06-30T00:00:00Z,DAY,2000,2009,6,,-21.17845,55.69669,,Plaine-des-Palmistes,Reunion,La Reunion.0,1907.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-01-14T00:00:00Z,DAY,2010,2011,1,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-15T00:00:00Z,DAY,2020,2020,8,,47.5448,-2.84507,64,Sarzeau,Morbihan,Bretagne,,,true,Introduit
France metropolitaine,Bellis,Bellis,Plantae,Equisetopsida,Bellis,,2015-04-15T00:00:00Z,DAY,2010,2015,4,,42.64598,9.33052,1,Oletta,Haute-Corse,Corse,,,,
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-09-11T00:00:00Z,DAY,2010,2019,9,,48.80599,2.17024,65,Viroflay,Yvelines,Île-de-France,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2005-07-27T00:00:00Z,DAY,2000,2005,7,,-21.32419,55.51866,,Saint-Pierre,Reunion,La Reunion,308.0,400.0,,Introduit envahissant
Auvergne-Rhone-Alpes,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-11-15T00:00:00Z,DAY,2010,2012,11,,43.84187,3.68384,5000,,Herault,Occitanie,187.0,187.0,true,Present (indigene ou indetermine)
France | Hors territoire,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2018-08-01T00:00:00Z,DAY,2010,2018,8,,48.07213,-0.77908,,Laval,Mayenne,Pays de la Loire,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2021-08-18T00:00:00Z,DAY,2020,2021,8,,43.09796,-0.05793,25,Lourdes,Hautes-Pyrenees,Occitanie,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2006-06-21T00:00:00Z,DAY,2000,2006,6,,-21.19497,55.39833,,Saint-Louis,Reunion,La Reunion,1015.0,1197.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2005-07-07T00:00:00Z,DAY,2000,2005,7,,-21.11981,55.40971,,Trois-Bassins,Reunion,La Reunion,2678.0,2722.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2009-04-22T00:00:00Z,DAY,2000,2009,4,,-21.10606,55.35824,,Trois-Bassins,Reunion,La Reunion,1676.0,1786.0,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-02T00:00:00Z,DAY,2020,2020,8,,45.90316,-1.28348,65,Dolus-d'Oleron,Charente-Maritime,Nouvelle-Aquitaine,,,true,Introduit
Corse | France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2015-04-02T00:00:00Z,DAY,2010,2015,4,,42.68741,9.28413,4682,Saint-Florent,Haute-Corse,Corse,64.0,64.0,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-07-11T00:00:00Z,DAY,2010,2017,7,,-21.14384,55.45880,6052,Cilaos,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-06-20T00:00:00Z,DAY,2020,2020,6,,43.5423,5.4719,,Aix-en-Provence,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Introduit
Corse | France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2014-12-03T00:00:00Z,DAY,2010,2014,12,,41.59261,9.25366,11184,Porto-Vecchio,Corse-du-Sud,Corse,3.0,3.0,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2015-08-17T00:00:00Z,DAY,2010,2015,8,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2006-05-24T00:00:00Z,DAY,2000,2006,5,,-21.22256,55.35829,,Étang-Sale,Reunion,La Reunion,690.0,831.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-11-08T00:00:00Z,DAY,2010,2011,11,,-21.04744,55.34621,,Saint-Paul,Reunion,La Reunion,1280.0,1303.0,,Introduit envahissant
Occitanie,Erigeron karvinskianus,Erigeron karwinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-09-09T00:00:00Z,DAY,2010,2014,9,,43.19577,0.67618,4003,Cardeilhac,Haute-Garonne,Occitanie,415.0,415.0,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-10T00:00:00Z,DAY,2020,2020,7,,50.5677,3.2463,27,Bourghelles,Nord,Hauts-de-France,,,true,Introduit
France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2018-04-02T00:00:00Z,DAY,2010,2018,4,,43.47199,6.76368,9473,Frejus,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2018-04-02T00:00:00Z,DAY,2010,2018,4,,43.47199,6.76368,9473,Frejus,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-03-19T00:00:00Z,DAY,2010,2014,3,,-21.19222,55.75457,9827,Sainte-Rose,Reunion,La Reunion,,,,Introduit envahissant
Occitanie,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-06-13T00:00:00Z,DAY,2010,2017,6,,43.08855,0.70156,2097,Valentine,Haute-Garonne,Occitanie,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-06-22T00:00:00Z,DAY,2010,2011,6,,-21.08713,55.46249,,Saint-Paul,Reunion,La Reunion,2858.0,2858.0,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-24T00:00:00Z,DAY,2020,2020,8,,48.12383,-1.68238,,Rennes,Ille-et-Vilaine,Bretagne,,,true,Introduit
Occitanie,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2019-05-20T00:00:00Z,DAY,2010,2019,5,,43.65775,4.40741,12673,Saint-Gilles,Gard,Occitanie,2.0,2.0,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-09-18T00:00:00Z,DAY,2020,2020,9,,43.18242,0.06543,24,Odos,Hautes-Pyrenees,Occitanie,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-09-27T00:00:00Z,DAY,2020,2020,9,,47.7342,-3.42266,65,Ploemeur,Morbihan,Bretagne,,,true,Introduit
France,Bellis,Bellis L.,Plantae,Equisetopsida,Bellis,,2011-09-29T00:00:00Z,DAY,2010,2011,9,29/09/2011,45.77576,3.05115,,Chamalieres,Puy-de-Dome,Auvergne-Rhone-Alpes,,,,
France metropolitaine,Bellis sylvestris,Bellis sylvestris,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-09-03T00:00:00Z,DAY,2000,2008,9,20/11/2008,44.30973,4.22231,2821,,Ardeche,Auvergne-Rhone-Alpes,200.0,225.0,true,Present (indigene ou indetermine)
Corse | France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,41.61567,8.80914,5000,,Corse-du-Sud,Corse,205.0,211.0,true,Present (indigene ou indetermine)
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-07-05T00:00:00Z,DAY,2010,2016,7,,43.27624,-0.75900,2927,Gurs,Pyrenees-Atlantiques,Nouvelle-Aquitaine,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-06-12T00:00:00Z,DAY,2010,2016,6,12/06/2016,48.45376,-4.24961,,Landerneau,Finistere,Bretagne,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-09-02T00:00:00Z,DAY,2010,2019,9,,47.15005,-1.98293,16,Chauve,Loire-Atlantique,Pays de la Loire,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2015-12-01T00:00:00Z,DAY,2010,2015,12,,-21.19222,55.75457,9827,Sainte-Rose,Reunion,La Reunion,,,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-01-14T00:00:00Z,DAY,2010,2011,1,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
Corse | France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2013-03-22T00:00:00Z,DAY,2010,2013,3,,42.60806,9.01418,3826,Belgodere,Haute-Corse,Corse,4.0,4.0,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2012-01-25T00:00:00Z,DAY,2010,2012,1,,-21.30627,55.64198,10793,Saint-Joseph,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2021-06-12T00:00:00Z,DAY,2020,2021,6,,50.63799,3.05334,10,Lille,Nord,Hauts-de-France,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-09-23T00:00:00Z,DAY,2010,2019,9,,49.19889,-0.38806,,Caen,Calvados,Normandie,,,true,Introduit
France metropolitaine,Bellis,Bellis,Plantae,Equisetopsida,Bellis,,2005-04-19T00:00:00Z,DAY,2000,2005,4,,43.78412,4.70925,1,Saint-Étienne-du-Gres,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,,
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2013-07-11T00:00:00Z,DAY,2010,2013,7,,-21.21001,55.51005,,Tampon,Reunion,La Reunion,434.0,434.0,,Introduit envahissant
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-08-30T00:00:00Z,DAY,2010,2017,8,,44.13197,0.34340,5404,Nerac,Lot-et-Garonne,Nouvelle-Aquitaine,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-09-23T00:00:00Z,DAY,2020,2020,9,,50.64417,3.08306,65,Lille,Nord,Hauts-de-France,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-04-07T00:00:00Z,DAY,2010,2016,4,,-21.22169,55.33052,,Saint-Leu,Reunion,La Reunion,350.0,501.0,,Introduit envahissant
France | Hors territoire,Bellis sylvestris,Bellis sylvestris Cirillo [1792],Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-10-03T00:00:00Z,DAY,2010,2012,10,,43.76719,3.82324,,Saint-Jean-de-Cuculles,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2018-10-09T00:00:00Z,DAY,2010,2018,10,,41.91949,9.37916,,Ventiseri,Haute-Corse,Corse,,,true,Present (indigene ou indetermine)
France,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2019-10-27T00:00:00Z,DAY,2010,2019,10,,43.22542,3.14355,,Fleury,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-09-07T00:00:00Z,DAY,2020,2020,9,,42.98242,-0.16138,5,Arcizans-Dessus,Hautes-Pyrenees,Occitanie,,,true,Introduit
France metropolitaine,Bellis,Bellis,Plantae,Equisetopsida,Bellis,,2015-11-11T00:00:00Z,DAY,2010,2015,11,,48.25697,-1.10879,1,Prince,Ille-et-Vilaine,Bretagne,,,,
France,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2020-05-29T00:00:00Z,DAY,2020,2020,5,,43.53936,3.44232,5322,,Herault,Occitanie,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2018-01-31T00:00:00Z,DAY,2010,2018,1,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-07-11T00:00:00Z,DAY,2010,2017,7,,-21.14384,55.45880,6052,Cilaos,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-04-20T00:00:00Z,DAY,2010,2016,4,,45.20808,5.65809,,Sassenage,Isere,Auvergne-Rhone-Alpes,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-05T00:00:00Z,DAY,2020,2020,7,,48.83819,-3.28104,15,Penvenan,Cotes-d'Armor,Bretagne,,,true,Introduit
Occitanie,Erigeron karvinskianus,Erigeron karwinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1996-01-01T00:00:00Z,DAY_RANGE,1990,1996,1,,44.51908,2.76421,5324,Espalion,Aveyron,Occitanie,,,true,Introduit
France,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-12-16T00:00:00Z,DAY,2010,2011,12,16/12/2011,43.76307,3.91512,,Sainte-Croix-de-Quintillargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2021-08-24T00:00:00Z,DAY,2020,2021,8,,49.27469,-0.70043,5,Bayeux,Calvados,Normandie,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-05-16T00:00:00Z,DAY,2010,2017,5,,-21.1719,55.41207,,Saint-Louis,Reunion,La Reunion,,,,Introduit envahissant
Corse | France metropolitaine,Bellis,Bellis L.,Plantae,Equisetopsida,Bellis,,2013-05-16T00:00:00Z,DAY,2010,2013,5,,42.68741,9.28413,4682,Saint-Florent,Haute-Corse,Corse,15.0,31.0,,
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-10-24T00:00:00Z,DAY,2010,2019,10,,47.32059,5.02676,,Dijon,Cote-d'Or,Bourgogne-Franche-Comte,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1990-01-01T00:00:00Z,DAY_RANGE,1990,1990,1,,43.55924,4.79412,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis,Bellis,Plantae,Equisetopsida,Bellis,,2012-04-19T00:00:00Z,DAY,2010,2012,4,,41.57086,9.23886,1,Porto-Vecchio,Corse-du-Sud,Corse,,,,
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2008-02-13T00:00:00Z,DAY,2000,2008,2,,-21.09284,55.51114,,Salazie,Reunion,La Reunion.0,2161.0,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-31T00:00:00Z,DAY,2020,2020,7,,48.41934,-4.49437,42,Brest,Finistere,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2013-07-25T00:00:00Z,DAY,2010,2013,7,,-21.20405,55.51196,,Entre-Deux,Reunion,La Reunion,838.0,838.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2009-09-22T00:00:00Z,DAY,2000,2009,9,,-21.18986,55.68928,,Sainte-Rose,Reunion,La Reunion,1780.0,1795.0,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-10-17T00:00:00Z,DAY,2020,2020,10,,43.61557,3.87218,62,Montpellier,Herault,Occitanie,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-07T00:00:00Z,DAY,2020,2020,8,07/08/2020,48.35961,-4.26118,4,,Finistere (mer territoriale),Facade Atlantique,,,true,Introduit
Corse | France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2015-01-27T00:00:00Z,DAY,2010,2015,1,,42.21392,9.13718,8154,Venaco,Haute-Corse,Corse,251.0,251.0,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2005-02-10T00:00:00Z,DAY,2000,2005,2,,-21.23434,55.65024,,Sainte-Rose,Reunion,La Reunion,2259.0,2267.0,,Introduit envahissant
Corse | France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2018-05-24T00:00:00Z,DAY,2010,2018,5,,41.94114,9.36267,5138,Ventiseri,Haute-Corse,Corse,15.0,19.0,true,Present (indigene ou indetermine)
France,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2021-09-28T00:00:00Z,DAY,2020,2021,9,,43.3458,2.56404,25,Felines-Minervois,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-05-24T00:00:00Z,DAY,2020,2020,5,,46.79632,-1.22027,165,Essarts en Bocage,Vendee,Pays de la Loire,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-04-11T00:00:00Z,DAY,2010,2019,4,,47.7778,-3.49318,95,Guidel,Morbihan,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2010-08-17T00:00:00Z,DAY,2010,2010,8,,-21.09547,55.48002,,Salazie,Reunion,La Reunion,2974.0,3046.0,,Introduit envahissant
