territoireJeuDonnees,nomScientifiqueRef,nomCite,regne,classe,genre,espece,dateObservation,datePrecision,decennie,annee,mois,dateDetermination,latitude,longitude,precisionGeometrieMetres,commune,departement,region,altitudeMin,atitudeMax,especeEvalueeLR,statutBiogeoEspeceTaxref
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2006-03-11T00:00:00Z,DAY,2000,2006,3,,43.73033,4.02170,2136,Beaulieu,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-04-02T00:00:00Z,DAY,2000,2009,4,,43.63772,3.91242,2087,Castelnau-le-Lez,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-03-03T00:00:00Z,DAY,2000,2007,3,,43.63772,3.91242,2087,Castelnau-le-Lez,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2004-09-05T00:00:00Z,DAY,2000,2004,9,,43.57763,3.61742,5438,Aumelas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2005-04-04T00:00:00Z,DAY,2000,2005,4,,43.68215,4.13592,4107,Lunel,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-08-03T00:00:00Z,DAY,2010,2012,8,,43.76172,4.11736,2093,Junas,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-07-02T00:00:00Z,DAY,2010,2012,7,,43.89834,4.22578,2568,Gajan,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-11T00:00:00Z,DAY,2010,2011,1,,43.88720,4.04338,3009,Orthoux-Serignac-Quilhan,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-12-04T00:00:00Z,DAY,2010,2012,12,,43.92589,4.29229,3024,Dions,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-12-02T00:00:00Z,DAY,2010,2011,12,,43.73437,4.19111,3196,Aigues-Vives,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-12-04T00:00:00Z,DAY,2010,2012,12,,43.92562,4.26353,3491,Calmette,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-03T00:00:00Z,DAY,2010,2011,1,,43.73662,4.20239,1587,Mus,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-12-11T00:00:00Z,DAY,2010,2010,12,,43.74953,4.14591,2453,Aubais,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-11T00:00:00Z,DAY,2010,2011,1,,43.88720,4.04338,3009,Orthoux-Serignac-Quilhan,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-12-02T00:00:00Z,DAY,2010,2011,12,,43.79638,4.10011,2523,Villevieille,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-03-02T00:00:00Z,DAY,2010,2011,3,,43.93840,3.90595,4004,Conqueyrac,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-07-03T00:00:00Z,DAY,2010,2012,7,,43.82750,3.99122,3568,Carnas,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-08-03T00:00:00Z,DAY,2010,2012,8,,43.76172,4.11736,2093,Junas,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-12-04T00:00:00Z,DAY,2010,2012,12,,43.93134,4.34217,4928,Sainte-Anastasie,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-12-02T00:00:00Z,DAY,2010,2011,12,,43.79638,4.10011,2523,Villevieille,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-03-12T00:00:00Z,DAY,2010,2010,3,,43.89601,3.85976,5321,Pompignan,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1991-06-10T00:00:00Z,DAY,1990,1991,6,,43.61473,3.67898,2825,Saint-Paul-et-Valmalle,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2006-04-09T00:00:00Z,DAY,2000,2006,4,,43.61473,3.67898,2825,Saint-Paul-et-Valmalle,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1995-04-03T00:00:00Z,DAY,1990,1995,4,,43.61473,3.67898,2825,Saint-Paul-et-Valmalle,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1990-09-09T00:00:00Z,DAY,1990,1990,9,,43.79391,3.48090,5010,Vacquerie-et-Saint-Martin-de-Castries,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1990-06-10T00:00:00Z,DAY,1990,1990,6,,43.53149,3.54356,5208,Saint-Pargoire,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-02-10T00:00:00Z,DAY,2000,2007,2,,43.53413,3.77213,4192,Fabregues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1992-02-02T00:00:00Z,DAY,1990,1992,2,,43.57202,3.83235,2457,Saint-Jean-de-Vedas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,1991-07-04T00:00:00Z,DAY,1990,1991,7,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1993-05-09T00:00:00Z,DAY,1990,1993,5,,43.61473,3.67898,2825,Saint-Paul-et-Valmalle,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2004-07-11T00:00:00Z,DAY,2000,2004,7,,43.75695,3.54517,4472,Saint-Guilhem-le-Desert,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2006-08-10T00:00:00Z,DAY,2000,2006,8,,43.65040,3.50352,3591,Saint-Andre-de-Sangonis,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2006-01-11T00:00:00Z,DAY,2000,2006,1,,43.70744,3.86490,2887,Prades-le-Lez,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2006-10-12T00:00:00Z,DAY,2000,2006,10,,43.94554,3.70511,1922,Ganges,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2003-01-10T00:00:00Z,DAY,2000,2003,1,,43.65851,4.01038,1945,Baillargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2004-04-12T00:00:00Z,DAY,2000,2004,4,,43.57202,3.83235,2457,Saint-Jean-de-Vedas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1995-01-07T00:00:00Z,DAY,1990,1995,1,,43.56353,3.90214,4154,Lattes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2015-03-01T00:00:00Z,DAY,2010,2015,3,,43.19255,5.61277,4968,Ciotat,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1995-01-07T00:00:00Z,DAY,1990,1995,1,,43.57202,3.83235,2457,Saint-Jean-de-Vedas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2014-05-02T00:00:00Z,DAY,2010,2014,5,,43.64008,3.36060,2113,Liausson,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-03-04T00:00:00Z,DAY,2010,2011,3,,43.83752,7.33060,2614,Berre-les-Alpes,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2004-09-05T00:00:00Z,DAY,2000,2004,9,,43.57763,3.61742,5438,Aumelas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2004-06-11T00:00:00Z,DAY,2000,2004,6,,43.67216,4.05968,1748,Valergues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-01-04T00:00:00Z,DAY,2010,2014,1,,43.10166,6.18990,18915,Hyeres,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-02-10T00:00:00Z,DAY,2000,2008,2,,43.84475,3.50595,6062,Saint-Maurice-Navacelles,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-01-02T00:00:00Z,DAY,2000,2009,1,,43.68215,4.13592,4107,Lunel,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-08-01T00:00:00Z,DAY,2000,2009,8,,43.65851,4.01038,1945,Baillargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-07-12T00:00:00Z,DAY,2000,2008,7,,43.53413,3.77213,4192,Fabregues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-07-12T00:00:00Z,DAY,2000,2008,7,,43.53413,3.77213,4192,Fabregues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-02-02T00:00:00Z,DAY,2000,2008,2,,43.46329,3.41599,4567,Pezenas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-10-05T00:00:00Z,DAY,2000,2009,10,,43.31306,3.39914,3983,Vias,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2004-09-05T00:00:00Z,DAY,2000,2004,9,,42.90486,2.62894,3956,Montgaillard,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-07-10T00:00:00Z,DAY,2000,2009,7,,43.72329,4.04105,2050,Restinclieres,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-12-02T00:00:00Z,DAY,2010,2010,12,,43.57202,3.83235,2457,Saint-Jean-de-Vedas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-05-03T00:00:00Z,DAY,2010,2010,5,,43.67216,4.05968,1748,Valergues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-08-01T00:00:00Z,DAY,2000,2009,8,,43.65851,4.01038,1945,Baillargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-03-04T00:00:00Z,DAY,2010,2010,3,,43.57763,3.61742,5438,Aumelas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-06-12T00:00:00Z,DAY,2000,2007,6,,43.83208,3.75692,3679,Notre-Dame-de-Londres,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-04-01T00:00:00Z,DAY,2010,2011,4,,43.65746,3.29574,3727,Octon,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-05-04T00:00:00Z,DAY,2010,2010,5,,43.42917,3.57841,4767,Meze,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-03-02T00:00:00Z,DAY,2010,2011,3,,43.60912,3.73949,2430,Murviel-les-Montpellier,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-04-04T00:00:00Z,DAY,2010,2010,4,,43.44813,3.74957,6203,Frontignan,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2003-02-06T00:00:00Z,DAY,2000,2003,2,,42.88478,2.17322,4675,Quillan,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-11-09T00:00:00Z,DAY,2010,2011,11,,43.61473,3.67898,2825,Saint-Paul-et-Valmalle,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-01-04T00:00:00Z,DAY,2010,2013,1,,43.73033,4.02170,2136,Beaulieu,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2012-04-05T00:00:00Z,DAY,2010,2012,4,,43.30159,3.34798,3675,Portiragnes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-10-02T00:00:00Z,DAY,2010,2011,10,,43.38562,3.46399,4538,Florensac,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-02-10T00:00:00Z,DAY,2000,2007,2,,43.72788,3.80669,3215,Matelles,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2008-04-05T00:00:00Z,DAY,2000,2008,4,,43.30159,3.34798,3675,Portiragnes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-03-04T00:00:00Z,DAY,2000,2007,3,,43.63418,3.41291,5887,Clermont-l'Herault,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-01-10T00:00:00Z,DAY,2000,2008,1,,43.63418,3.41291,5887,Clermont-l'Herault,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-04-04T00:00:00Z,DAY,2000,2007,4,,43.63418,3.41291,5887,Clermont-l'Herault,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-10-05T00:00:00Z,DAY,2000,2008,10,,42.86580,2.56743,3821,Duilhac-sous-Peyrepertuse,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-05-04T00:00:00Z,DAY,2010,2013,5,,43.79264,3.70797,4148,Saint-Martin-de-Londres,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-03-05T00:00:00Z,DAY,2000,2007,3,,43.01994,2.16914,1925,Tourreilles,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2006-04-05T00:00:00Z,DAY,2000,2006,4,,43.04997,2.23915,5262,Limoux,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-04T00:00:00Z,DAY,2000,2009,11,,43.65051,3.79395,3960,Grabels,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-09-04T00:00:00Z,DAY,2010,2011,9,,43.65051,3.79395,3960,Grabels,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-04-11T00:00:00Z,DAY,2010,2013,4,,43.30929,3.48413,5064,Agde,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-01-01T00:00:00Z,DAY,2010,2010,1,,43.49421,3.72327,2724,Gigean,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-04-04T00:00:00Z,DAY,2010,2010,4,,43.44694,3.69069,2232,Balaruc-les-Bains,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-05-01T00:00:00Z,DAY,2010,2011,5,,43.42917,3.57841,4767,Meze,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-02-03T00:00:00Z,DAY,2010,2013,2,,43.70972,3.99357,2028,Sussargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2000-01-01T00:00:00Z,DAY,2000,2000,1,,43.68611,3.08540,2283,Graissessac,Herault,Occitanie,,,true,Introduit
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-11-02T00:00:00Z,DAY,2000,2007,11,,43.65851,4.01038,1945,Baillargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-01-04T00:00:00Z,DAY,2010,2013,1,,43.73033,4.02170,2136,Beaulieu,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-01-09T00:00:00Z,DAY,2010,2013,1,,43.79321,3.62960,5584,Causse-de-la-Selle,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-05-01T00:00:00Z,DAY,2010,2011,5,,43.42917,3.57841,4767,Meze,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-05-04T00:00:00Z,DAY,2010,2010,5,,43.42917,3.57841,4767,Meze,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2010-01-12T00:00:00Z,DAY,2010,2010,1,,43.62800,2.99174,5192,Rosis,Herault,Occitanie,,,true,Introduit
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-03-02T00:00:00Z,DAY,2010,2011,3,,43.58556,3.74965,4149,Pignan,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-01-04T00:00:00Z,DAY,2010,2013,1,,43.68870,3.97973,3765,Castries,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2010-08-08T00:00:00Z,DAY,2010,2010,8,,43.69408,3.54643,3693,Saint-Jean-de-Fos,Herault,Occitanie,,,true,Introduit
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-02-03T00:00:00Z,DAY,2010,2013,2,,43.70972,3.99357,2028,Sussargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-07-05T00:00:00Z,DAY,2000,2007,7,,43.73658,3.69165,3134,Viols-le-Fort,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-01-04T00:00:00Z,DAY,2010,2013,1,,43.74497,4.00343,1341,Saint-Jean-de-Cornies,Herault,Occitanie,,,true,Present (indigene ou indetermine)
